stock_code,data_points,date_start,date_end,length0,p1,p2,p3,in_sample_return_pct,out_of_sample_return_pct,full_return_pct
002651,2397,2015-09-08,2025-07-21,7,11,6,14,132.79,-38.36,55.40
002652,2181,2015-07-21,2025-07-21,3,2,15,13,-64.86,27.93,-28.77
002653,2430,2015-07-21,2025-07-21,9,6,2,2,77.98,10.55,84.75
002654,2156,2015-11-09,2025-07-21,3,3,9,7,-1.20,61.02,59.05
002655,2263,2015-12-18,2025-07-21,15,11,14,4,152.21,-76.34,38.99
002656,2127,2015-07-21,2025-07-21,3,5,13,4,141.29,23.02,164.35
002657,2430,2015-07-21,2025-07-21,3,15,13,4,-37.32,112.02,74.30
002658,2421,2015-07-21,2025-07-21,4,5,14,13,50.80,6.87,35.71
002659,2354,2015-07-21,2025-07-21,3,3,11,14,-1.31,14.51,11.49
002660,2428,2015-07-21,2025-07-21,4,4,8,14,40.16,-63.73,-22.10
002661,2376,2015-07-21,2025-07-21,3,13,15,9,-13.76,-27.47,-44.04
002662,2357,2015-08-13,2025-07-21,9,3,9,15,17.25,53.85,57.25
002663,2275,2015-07-21,2025-07-21,5,3,4,2,-16.91,-36.05,-52.96
002664,2268,2015-07-21,2025-07-21,5,2,8,6,61.37,124.78,182.29
002666,2430,2015-07-21,2025-07-21,6,5,6,13,35.38,24.10,56.52
002667,2334,2015-11-26,2025-07-21,13,5,10,6,453.37,26.27,158.86
002668,2224,2015-07-21,2025-07-21,10,2,4,3,103.07,103.53,196.97
002669,2268,2015-08-04,2025-07-21,5,5,10,3,82.72,85.99,173.99
002670,2270,2015-11-12,2025-07-21,6,3,13,12,36.94,-7.93,27.45
002671,2365,2015-10-19,2025-07-21,5,5,13,10,-55.83,57.06,1.24
002672,2379,2015-07-21,2025-07-21,6,3,10,14,-50.54,-32.26,-82.08
002673,2416,2015-07-21,2025-07-21,4,11,14,2,111.35,18.04,128.71
002674,2430,2015-07-21,2025-07-21,5,2,15,13,102.87,15.14,98.26
002675,2191,2015-07-23,2025-07-21,4,6,7,14,66.08,-25.68,39.94
002676,2257,2015-07-29,2025-07-21,7,2,11,5,68.91,72.12,129.65
002677,2365,2015-07-21,2025-07-21,9,13,5,12,-38.90,-22.37,-62.71
002678,2410,2015-07-21,2025-07-21,3,3,15,3,30.86,-32.13,6.94
002679,2429,2015-07-21,2025-07-21,3,2,4,10,117.15,-84.76,32.73
002681,2345,2015-07-21,2025-07-21,3,8,13,12,15.01,43.91,54.26
002682,2340,2015-07-21,2025-07-21,3,4,6,12,33.94,62.52,86.31
002683,2308,2015-12-28,2025-07-21,4,2,3,2,200.57,56.48,254.18
002685,2230,2015-07-21,2025-07-21,7,6,3,14,65.45,37.22,97.67
002686,2346,2015-07-29,2025-07-21,3,2,8,4,80.37,3.61,82.25
002687,2430,2015-07-21,2025-07-21,3,5,11,2,16.69,-29.55,19.87
002688,2427,2015-07-21,2025-07-21,3,9,3,5,13.11,-3.37,4.93
002689,2430,2015-07-21,2025-07-21,5,2,10,14,-13.34,27.13,8.69
002690,2430,2015-07-21,2025-07-21,15,13,5,6,28.27,-44.00,-35.47
002691,2275,2015-07-21,2025-07-21,3,5,3,13,-26.93,53.35,26.42
002692,2342,2015-07-21,2025-07-21,4,2,15,15,38.98,53.51,93.91
002693,2378,2015-07-21,2025-07-21,3,3,11,11,66.39,208.93,272.97
002694,2219,2015-07-21,2025-07-21,5,12,3,14,164.26,49.75,203.17
002695,2420,2015-07-21,2025-07-21,3,3,7,8,83.43,65.28,148.70
002696,2244,2015-08-19,2025-07-21,8,2,13,14,45.50,13.21,59.30
002697,2389,2015-07-21,2025-07-21,15,11,11,13,-10.41,-25.44,-46.98
002698,2425,2015-07-21,2025-07-21,15,13,12,5,16.27,18.49,38.98
002700,2428,2015-07-21,2025-07-21,15,8,11,14,40.76,51.71,83.80
002701,2383,2015-07-21,2025-07-21,13,14,11,4,11.97,6.25,31.75
002702,2385,2015-09-16,2025-07-21,6,2,15,15,72.48,16.06,83.55
002703,2304,2015-08-28,2025-07-21,13,15,11,15,-15.42,84.20,63.63
002705,2430,2015-07-21,2025-07-21,6,3,5,3,141.87,-16.72,125.15
002706,2430,2015-07-21,2025-07-21,3,5,3,12,138.67,28.11,166.78
002707,2302,2015-07-21,2025-07-21,6,4,14,14,33.65,-11.49,14.08
002708,2413,2015-07-21,2025-07-21,3,2,15,14,30.81,33.69,62.67
002709,2417,2015-07-21,2025-07-21,3,8,3,9,258.58,-50.55,204.06
002712,2322,2015-07-31,2025-07-21,6,13,4,4,50.82,64.17,106.73
002713,2396,2015-07-21,2025-07-21,3,2,14,12,-30.01,-2.32,-41.60
002714,2420,2015-07-21,2025-07-21,14,10,11,11,211.67,13.03,222.29
002715,2417,2015-07-21,2025-07-21,15,15,3,5,56.17,13.13,72.52
002716,2303,2015-08-24,2025-07-21,15,15,2,11,189.81,-7.15,110.68
002717,2327,2015-07-21,2025-07-21,9,3,5,15,23.12,32.86,49.59
002718,2430,2015-07-21,2025-07-21,12,14,13,3,20.61,-38.32,-22.85
002719,2210,2015-12-16,2025-07-21,5,2,8,4,12.49,35.35,56.65
002721,2157,2015-10-21,2025-07-21,12,3,11,8,10.47,-14.88,1.76
002722,2416,2015-07-21,2025-07-21,5,3,10,15,121.27,41.54,162.81
002723,2345,2015-07-23,2025-07-21,3,7,7,8,101.28,-59.46,41.54
002724,2358,2015-07-21,2025-07-21,7,15,14,15,239.00,19.32,46.11
002725,2301,2015-07-21,2025-07-21,15,9,2,2,-95.61,-4.84,-100.45
002726,2375,2015-07-21,2025-07-21,8,4,13,15,97.87,-55.67,41.48
002727,2402,2015-08-17,2025-07-21,10,10,15,12,56.79,42.33,93.52
002728,2416,2015-08-10,2025-07-21,4,9,2,10,102.19,60.12,163.61
002729,2326,2015-07-21,2025-07-21,5,4,10,7,73.49,-68.06,4.14
002730,2313,2015-12-23,2025-07-21,3,14,15,10,47.61,33.60,74.31
002731,2411,2015-07-21,2025-07-21,3,8,4,9,-36.29,70.43,35.12
002732,2418,2015-07-21,2025-07-21,11,3,14,8,157.35,-2.79,150.76
002733,2418,2015-07-21,2025-07-21,6,5,3,12,132.47,50.69,181.88
002734,2425,2015-07-21,2025-07-21,14,5,9,15,3.89,209.70,220.87
002735,2205,2015-07-21,2025-07-21,5,4,12,15,102.83,112.43,191.12
002736,2420,2015-07-21,2025-07-21,8,9,8,3,-8.81,24.77,15.18
002737,2430,2015-07-21,2025-07-21,3,2,2,15,-36.70,-25.84,-68.71
002738,2302,2015-07-22,2025-07-21,6,14,3,2,167.91,-6.27,158.25
002739,2019,2015-07-21,2025-07-21,4,6,7,4,-13.23,-20.16,-36.44
002741,2419,2015-08-05,2025-07-21,6,3,3,12,0.04,95.47,71.96
002742,2344,2015-07-21,2025-07-21,5,14,15,13,-60.48,52.14,-28.86
002743,2420,2015-07-21,2025-07-21,4,5,13,9,52.95,53.76,100.89
002745,2220,2015-08-11,2025-07-21,5,5,10,7,23.71,-36.32,-15.27
002746,2430,2015-07-21,2025-07-21,7,4,12,2,53.66,-69.85,-18.57
002747,2374,2015-07-21,2025-07-21,11,10,2,5,83.75,54.08,133.40
002748,2411,2015-07-21,2025-07-21,5,3,12,15,17.36,57.25,66.34
002749,2430,2015-07-21,2025-07-21,7,6,15,2,18.64,22.29,42.35
002752,2368,2015-07-21,2025-07-21,15,13,8,11,-74.20,15.58,-65.59
002753,2430,2015-07-21,2025-07-21,3,4,4,8,29.19,37.37,65.61
002755,2394,2015-07-21,2025-07-21,3,2,4,13,14.75,120.42,129.80
002756,2299,2015-07-21,2025-07-21,15,8,15,5,203.81,-51.87,61.22
002757,2343,2015-07-21,2025-07-21,14,8,15,9,-20.08,15.99,-13.18
002758,2409,2015-07-21,2025-07-21,3,2,3,6,-18.36,-68.04,-87.89
002759,2351,2015-07-21,2025-07-21,15,15,15,4,256.02,-71.91,49.96
002760,2407,2015-07-21,2025-07-21,7,3,15,14,254.35,-18.51,115.79
002761,2337,2015-07-21,2025-07-21,3,2,15,14,33.84,103.95,134.46
002762,2303,2015-07-21,2025-07-21,8,8,6,11,148.28,33.75,173.29
002763,2430,2015-07-21,2025-07-21,5,3,4,14,61.03,-40.43,-9.50
002765,2377,2015-07-21,2025-07-21,5,3,10,5,64.19,119.64,174.77
002766,2283,2015-07-21,2025-07-21,11,7,6,15,129.83,-35.50,93.31
002767,2430,2015-07-21,2025-07-21,5,14,10,8,41.07,-15.73,-10.58
002768,2426,2015-07-21,2025-07-21,15,6,15,2,71.30,63.47,131.08
002769,2403,2015-07-21,2025-07-21,14,15,6,13,-61.76,36.38,-25.41
002771,2382,2015-07-21,2025-07-21,14,12,14,15,91.28,11.91,98.66
002772,2420,2015-07-21,2025-07-21,3,15,9,2,213.69,-56.73,43.28
002773,2430,2015-07-21,2025-07-21,15,13,13,5,-2.93,78.38,75.32
002774,2019,2017-03-24,2025-07-21,7,13,11,2,42.58,-4.48,-14.46
002775,2419,2015-07-21,2025-07-21,5,3,11,8,40.84,12.89,55.60
002777,2310,2015-12-31,2025-07-21,3,6,5,6,74.10,112.78,182.44
002778,2252,2016-01-06,2025-07-15,3,4,13,7,27.76,44.85,68.94
002779,2292,2015-12-09,2025-07-21,10,9,13,14,-33.17,205.32,162.96
002780,2326,2015-12-09,2025-07-21,3,4,4,15,61.61,-27.41,34.20
002782,2327,2015-12-22,2025-07-21,9,9,15,7,80.65,63.54,122.62
002783,2336,2015-12-09,2025-07-21,3,4,14,13,56.66,-44.18,12.61
002785,2320,2015-12-23,2025-07-21,14,15,8,14,119.50,-44.05,62.13
002786,2323,2015-12-23,2025-07-21,6,7,3,6,34.65,98.11,132.76
002787,2185,2015-12-31,2025-07-21,4,14,15,15,5.44,76.30,79.55
002788,2285,2016-02-18,2025-07-21,10,3,5,8,17.91,11.63,28.97
002789,2274,2016-03-11,2025-07-21,12,14,9,5,-2.25,-79.09,-67.56
002790,2278,2016-03-08,2025-07-21,15,15,4,15,-1.83,22.54,39.10
002791,2263,2016-03-29,2025-07-21,9,14,12,15,294.61,-51.33,256.15
002792,2264,2016-03-28,2025-07-21,4,3,7,14,-34.51,-11.34,-51.20
002793,2240,2016-04-15,2025-07-21,6,4,3,7,54.16,-98.59,-43.01
002795,2159,2016-04-28,2025-07-21,3,3,3,13,56.59,71.86,116.39
002796,2173,2016-05-10,2025-07-21,10,13,13,11,-24.19,23.05,-4.35
002797,2217,2016-05-11,2025-07-21,8,2,11,8,70.61,22.92,90.35
002798,2154,2016-05-25,2025-07-21,6,2,4,8,63.33,93.20,151.91
002799,2155,2016-06-08,2025-07-21,13,13,8,4,13.07,-57.96,-36.39
002800,2217,2016-05-30,2025-07-21,3,15,8,7,-36.04,0.66,-13.08
002801,2206,2016-06-22,2025-07-21,15,10,13,15,17.39,33.92,37.82
002802,2201,2016-06-29,2025-07-21,3,2,12,11,1.81,-64.52,-51.96
002803,2136,2016-07-12,2025-07-21,7,14,6,14,190.20,28.79,193.69
002805,2195,2016-07-07,2025-07-21,13,11,13,14,194.24,48.82,126.66
002806,2026,2016-07-26,2025-07-21,11,2,13,6,37.60,-46.54,1.94
002807,2146,2016-09-02,2025-07-21,3,5,14,3,16.26,-4.01,13.56
002808,2167,2016-08-12,2025-07-21,14,7,13,3,50.44,179.79,243.62
002809,2129,2016-08-23,2025-07-21,7,4,11,14,4.99,-5.18,-10.68
002810,2159,2016-08-26,2025-07-21,8,12,5,12,182.88,-4.31,132.68
002811,2150,2016-09-08,2025-07-21,3,4,6,13,-47.01,41.84,-5.17
002812,2060,2016-09-14,2025-07-21,13,15,11,4,265.83,-22.29,233.87
002813,2077,2016-10-12,2025-07-21,4,4,8,3,-1.50,-0.76,-13.47
002815,2133,2016-10-12,2025-07-21,4,5,3,5,22.71,-18.11,8.35
002816,2019,2016-10-25,2025-07-21,4,14,2,3,9.41,76.04,88.02
002817,2124,2016-10-25,2025-07-21,13,10,6,6,-46.67,-7.41,-77.82
002818,2113,2016-11-09,2025-07-21,8,4,13,13,18.46,-13.33,-13.85
002819,2008,2016-11-11,2025-07-21,6,3,4,12,39.85,-57.46,-17.62
002820,2096,2016-11-18,2025-07-21,4,3,5,10,-40.75,60.58,20.03
002821,2106,2016-11-18,2025-07-21,9,7,14,12,91.60,-27.18,76.43
002822,2097,2016-11-29,2025-07-21,15,15,8,8,-62.24,41.08,-18.31
002823,2085,2016-11-24,2025-07-21,3,15,13,15,53.87,21.16,69.81
002824,2068,2017-01-12,2025-07-21,10,14,14,12,143.31,23.86,167.17
002825,2084,2016-11-29,2025-07-21,3,2,12,6,67.70,-15.57,52.21
002826,2086,2016-12-09,2025-07-21,3,8,14,10,58.47,110.63,167.96
002827,2091,2016-12-09,2025-07-21,5,8,3,8,16.72,100.84,104.69
002828,2085,2016-12-08,2025-07-21,4,3,12,15,-42.95,57.48,13.86
002829,2089,2016-12-13,2025-07-21,9,14,2,3,127.82,13.06,120.26
002830,2089,2016-12-13,2025-07-21,7,8,11,13,91.40,35.58,128.42
002831,2086,2016-12-16,2025-07-21,3,6,5,10,84.87,1.87,86.74
002832,2081,2016-12-23,2025-07-21,3,6,8,14,-50.68,-49.89,-97.76
002833,2078,2016-12-28,2025-07-21,4,2,3,4,65.12,1.38,62.17
002835,2078,2016-12-28,2025-07-21,8,8,5,14,58.24,18.21,57.14
002836,2067,2016-12-29,2025-07-21,3,2,12,12,-10.91,14.30,-0.18
002837,2001,2016-12-29,2025-07-21,14,13,5,13,81.63,46.00,124.98
002838,2047,2017-01-06,2025-07-21,13,6,13,8,143.35,109.72,257.45
002839,2049,2017-01-24,2025-07-21,14,4,4,3,12.89,-33.18,-38.79
002840,2070,2017-01-10,2025-07-21,3,5,4,7,126.42,6.46,132.88
002841,2063,2017-01-19,2025-07-21,3,2,4,13,54.67,24.30,59.92
002842,2059,2017-01-19,2025-07-21,10,11,5,11,26.85,41.71,44.06
002843,2062,2017-01-20,2025-07-21,4,11,11,14,40.96,133.38,169.87
002845,2059,2017-01-25,2025-07-21,4,2,13,14,41.85,-2.67,39.18
002846,2055,2017-02-07,2025-07-21,8,3,6,14,13.27,64.00,75.78
002847,2054,2017-02-08,2025-07-21,12,14,11,14,193.26,105.37,298.07
002848,2047,2017-02-13,2025-07-21,3,5,7,10,-33.35,26.15,-13.69
002849,2047,2017-02-17,2025-07-21,15,3,15,8,-56.34,53.32,-14.80
002850,2038,2017-03-02,2025-07-21,15,15,2,2,174.00,37.88,205.82
002851,1956,2017-03-06,2025-07-21,3,2,14,8,28.95,83.41,125.43
002852,2032,2017-03-10,2025-07-21,10,14,15,12,-63.01,86.42,16.81
002853,2028,2017-03-10,2025-07-21,7,2,15,12,-5.23,12.31,-5.43
002855,2025,2017-03-21,2025-07-21,10,12,7,7,-2.94,66.60,23.40
002856,1896,2017-03-20,2025-07-21,3,2,7,5,65.74,39.34,68.84
002857,1950,2017-03-23,2025-07-21,5,12,14,15,-55.14,47.51,6.99
002858,2014,2017-03-24,2025-07-21,3,3,13,11,3.54,23.61,12.46
002859,2014,2017-04-07,2025-07-21,13,3,14,9,30.51,-57.58,-13.04
002860,2004,2017-04-12,2025-07-21,6,6,15,12,19.83,46.40,66.23
002861,2008,2017-04-13,2025-07-21,3,2,4,11,-24.16,-62.92,-87.08
002862,2012,2017-04-11,2025-07-21,4,7,13,10,57.90,42.19,96.72
002863,2007,2017-04-18,2025-07-21,13,9,5,14,-63.70,22.73,-43.93
002864,1857,2017-11-16,2025-07-21,3,4,6,4,105.61,-11.61,90.50
002865,2002,2017-04-25,2025-07-21,10,2,13,6,147.18,77.67,178.86
002866,1925,2017-04-26,2025-07-21,15,11,15,12,30.22,180.69,204.88
002867,2000,2017-04-27,2025-07-21,3,4,14,11,13.05,6.62,12.59
002868,1992,2017-05-03,2025-07-21,3,2,2,5,-66.00,58.89,1.06
002869,1989,2017-05-15,2025-07-21,15,15,6,14,21.00,43.17,61.03
002870,1944,2017-05-15,2025-07-21,3,12,10,9,-18.20,15.92,-3.68
002871,1991,2017-05-11,2025-07-21,11,15,3,2,-112.52,-42.09,-157.87
002872,1923,2017-05-19,2025-07-21,9,2,3,12,51.66,1.47,52.58
002873,1975,2017-05-19,2025-07-21,14,15,13,15,62.91,-63.22,-7.98
002875,1973,2017-06-01,2025-07-21,6,2,15,15,-35.39,147.79,112.40
002876,1979,2017-05-25,2025-07-21,9,6,12,13,99.17,-10.64,84.23
002877,1976,2017-06-05,2025-07-21,4,2,5,6,26.97,51.99,54.05
002878,1971,2017-06-06,2025-07-21,3,4,4,14,18.84,9.17,28.00
002879,1952,2017-07-07,2025-07-21,9,15,5,14,93.14,-0.29,85.42
002880,1924,2017-06-16,2025-07-21,3,3,15,15,13.38,-33.06,-25.63
002881,1963,2017-06-22,2025-07-21,4,2,6,3,157.26,92.70,244.85
002882,1946,2017-07-17,2025-07-21,6,2,3,15,27.49,87.23,117.32
002883,1950,2017-06-20,2025-07-21,10,2,11,5,10.99,-29.31,-1.64
002884,1944,2017-07-11,2025-07-21,4,8,4,2,65.74,-33.51,30.14
002885,1957,2017-06-27,2025-07-21,9,11,6,14,61.59,-17.78,115.50
002886,1957,2017-06-27,2025-07-21,6,14,12,8,-1.25,-20.87,-6.31
002887,1935,2017-08-01,2025-07-21,15,11,13,15,-33.18,-65.49,-112.62
002888,1938,2017-07-21,2025-07-21,14,7,15,7,7.32,24.56,16.85
002889,1936,2017-07-31,2025-07-21,14,5,15,14,-45.67,-18.46,-58.46
002890,1924,2017-08-02,2025-07-21,13,3,11,3,91.20,55.51,147.11
002891,1909,2017-08-21,2025-07-21,15,4,14,13,64.97,108.24,187.62
002892,1921,2017-08-17,2025-07-21,15,11,7,2,-27.73,-0.81,-39.09
002893,1895,2017-09-15,2025-07-21,4,2,12,11,-68.90,53.15,-16.94
002895,1913,2017-08-25,2025-07-21,4,3,15,15,111.32,24.34,115.14
002896,1913,2017-08-29,2025-07-21,3,12,11,13,23.33,165.67,159.13
002897,1908,2017-09-07,2025-07-21,5,2,8,2,15.30,31.27,32.24
002898,1904,2017-09-12,2025-07-21,7,5,15,5,0.24,61.65,66.25
002899,1900,2017-09-15,2025-07-21,11,2,4,4,-34.94,49.26,17.05
002900,1897,2017-09-22,2025-07-21,11,3,11,14,83.36,8.37,90.44
002901,1897,2017-09-22,2025-07-21,6,6,10,12,111.48,15.71,124.57
002902,1882,2017-09-29,2025-07-21,8,5,14,15,8.40,46.93,92.29
002903,1886,2017-10-13,2025-07-21,7,14,8,14,-31.42,6.82,-19.08
002905,1886,2017-10-16,2025-07-21,3,2,6,9,48.02,17.84,62.60
002906,1887,2017-10-13,2025-07-21,5,3,5,11,160.01,-54.01,45.65
002907,1878,2017-10-20,2025-07-21,4,9,15,14,37.13,26.78,63.92
002908,1880,2017-10-20,2025-07-21,3,2,2,13,-16.15,-45.68,-62.84
002909,1876,2017-10-26,2025-07-21,3,2,3,4,2.31,-2.63,8.46
002910,1873,2017-10-31,2025-07-21,3,2,15,10,-18.67,45.35,27.59
002911,1859,2017-11-22,2025-07-21,3,3,2,7,-16.54,-35.59,-51.91
002912,1860,2017-11-21,2025-07-21,15,15,15,15,6.44,97.93,91.13
002913,1852,2017-12-01,2025-07-21,15,15,10,13,-57.45,13.82,-44.45
002915,1845,2017-12-05,2025-07-21,7,2,7,13,-25.10,-12.60,-41.85
002916,1842,2017-12-13,2025-07-21,14,7,4,2,55.79,87.59,142.40
002917,1837,2017-12-08,2025-07-21,11,4,15,15,19.81,69.48,83.52
002918,1840,2017-12-19,2025-07-21,11,11,9,12,136.20,-13.55,89.62
002919,1839,2017-12-18,2025-07-21,13,11,8,14,21.95,34.80,53.17
002920,1835,2017-12-26,2025-07-21,8,3,4,9,264.80,10.16,238.79
002921,1834,2017-12-27,2025-07-21,3,6,13,4,53.56,21.27,88.48
002922,1830,2017-12-29,2025-07-21,7,5,7,14,147.23,-18.36,56.36
002923,1828,2018-01-05,2025-07-21,9,13,4,8,16.76,-87.66,-77.02
002925,1820,2018-01-15,2025-07-21,14,2,15,15,14.55,0.14,16.73
002926,1807,2018-02-05,2025-07-21,4,4,15,7,44.38,13.23,57.61
002927,1796,2018-02-23,2025-07-21,15,15,11,13,-16.39,-20.85,-67.80
002928,1793,2018-03-02,2025-07-21,13,5,15,15,-34.16,19.00,-18.09
002929,1794,2018-03-01,2025-07-21,13,2,13,15,28.00,18.58,19.73
002930,1766,2018-03-28,2025-07-21,3,4,15,12,65.14,-26.03,39.78
002931,1764,2018-04-03,2025-07-21,5,3,12,13,-14.20,56.44,-1.39
002932,1706,2018-07-10,2025-07-21,13,2,14,7,68.15,-39.67,34.41
002933,1668,2018-08-28,2025-07-21,10,2,4,9,3.58,1.51,-2.20
002935,1667,2018-09-03,2025-07-21,7,3,13,15,-36.45,-7.40,-28.64
002936,1655,2018-09-19,2025-07-21,3,3,2,2,-24.36,6.17,-19.07
002937,1651,2018-09-26,2025-07-21,14,6,15,15,91.70,-39.85,31.80
002938,1656,2018-09-18,2025-07-21,9,7,10,2,93.35,98.47,194.07
002939,1634,2018-10-26,2025-07-21,3,2,6,7,68.16,21.76,89.43
002940,1627,2018-10-23,2025-07-21,5,12,2,5,70.94,391.01,408.66
002941,1611,2018-11-28,2025-07-21,3,2,12,7,42.30,-3.81,39.35
002942,1606,2018-12-05,2025-07-21,15,13,4,15,14.57,-19.24,-6.28
002943,1595,2018-11-29,2025-07-21,3,2,9,12,171.40,-24.94,150.68
002945,1577,2019-01-17,2025-07-21,3,5,9,13,42.72,64.36,107.14
002946,1571,2019-01-25,2025-07-21,12,8,15,11,23.72,8.22,2.40
002947,1566,2019-02-01,2025-07-21,3,4,10,7,50.98,64.11,118.63
002948,1572,2019-01-16,2025-07-21,4,3,15,13,22.58,10.60,20.71
002949,1554,2019-02-26,2025-07-21,8,15,5,10,49.96,34.18,74.42
002950,1545,2019-03-11,2025-07-21,4,3,5,15,-10.99,-17.65,-35.14
002951,1538,2019-03-15,2025-07-21,12,12,4,12,-27.00,275.51,246.66
002952,1532,2019-03-28,2025-07-21,13,11,13,2,-72.53,-3.06,-75.84
002953,1506,2019-05-09,2025-07-21,3,6,2,7,-22.39,27.72,-0.22
002955,1492,2019-05-23,2025-07-21,11,13,12,15,12.96,6.49,30.76
002956,1478,2019-06-19,2025-07-21,15,12,2,3,-38.50,34.54,-9.86
002957,1451,2019-07-26,2025-07-21,3,13,2,3,104.38,5.62,81.57
002958,1534,2019-03-26,2025-07-21,6,2,9,15,-0.62,18.88,16.54
002959,1431,2019-08-23,2025-07-21,14,12,15,12,112.42,-19.39,78.64
002960,1441,2019-08-09,2025-07-21,13,9,13,4,121.14,-33.61,91.15
002961,1422,2019-09-05,2025-07-21,9,5,2,2,-10.70,30.77,19.03
002962,1415,2019-09-17,2025-07-21,10,13,14,11,-42.08,21.33,-32.86
002963,1391,2019-10-28,2025-07-21,13,12,3,9,-16.55,-73.50,-89.14
002965,1392,2019-10-25,2025-07-21,4,6,10,6,140.55,19.20,149.10
002966,1446,2019-08-02,2025-07-21,3,2,3,13,26.44,15.49,39.80
002967,1382,2019-11-08,2025-07-21,6,5,2,13,51.21,-19.86,33.24
002968,1365,2019-12-03,2025-07-21,13,13,12,10,-23.02,-15.22,-28.70
002969,1366,2019-12-02,2025-07-21,15,14,10,9,-32.12,-18.27,-45.77
002970,1355,2019-12-17,2025-07-21,3,4,4,4,59.26,-43.95,-9.22
002971,1337,2020-01-13,2025-07-21,8,7,15,5,64.64,23.81,77.92
002972,1347,2019-12-27,2025-07-21,8,3,11,14,11.82,-11.02,0.81
002973,1342,2020-01-06,2025-07-21,3,3,9,7,60.22,39.32,93.76
002975,1326,2020-02-05,2025-07-21,6,2,2,14,31.24,1.69,41.72
002976,1304,2020-03-06,2025-07-21,8,6,4,12,8.69,-9.84,-7.29
002977,1297,2020-03-17,2025-07-21,4,2,15,15,-9.51,65.92,49.79
002978,1275,2020-04-17,2025-07-21,10,3,15,4,51.20,-34.82,14.31
002979,1282,2020-04-08,2025-07-21,4,7,11,15,101.54,65.51,171.17
002980,1277,2020-04-15,2025-07-21,13,15,5,5,-13.83,-56.51,-66.30
002981,1275,2020-04-17,2025-07-21,3,8,15,9,17.78,-37.07,-13.49
002982,1270,2020-04-24,2025-07-21,7,3,13,13,4.30,14.36,15.02
002983,1268,2020-04-28,2025-07-21,12,5,8,8,64.22,36.49,62.16
002984,1175,2020-09-11,2025-07-21,7,7,2,2,104.00,-13.84,59.10
002985,1267,2020-04-29,2025-07-21,3,9,15,13,31.21,0.85,32.06
002986,1246,2020-06-02,2025-07-21,5,6,12,12,85.90,-12.21,40.96
002987,1264,2020-05-07,2025-07-21,15,14,6,15,24.58,-10.06,7.74
002988,1257,2020-05-18,2025-07-21,3,2,7,11,8.14,149.99,154.83
002989,1238,2020-06-10,2025-07-21,15,8,9,11,-24.12,30.15,0.67
002990,1252,2020-05-25,2025-07-21,9,9,13,4,7.39,-1.35,10.17
002991,1205,2020-07-31,2025-07-21,12,7,13,9,31.74,38.79,67.16
002992,1204,2020-08-03,2025-07-21,3,3,5,7,179.40,36.06,215.46
002993,1194,2020-08-17,2025-07-21,15,4,3,2,14.60,-5.43,-1.22
002995,1193,2020-08-05,2025-07-21,14,15,15,15,55.41,-39.33,22.89
002996,1185,2020-08-28,2025-07-21,13,2,3,14,94.15,-18.15,71.25
002997,1181,2020-09-03,2025-07-21,15,15,8,15,137.36,9.93,95.41
002998,1165,2020-09-25,2025-07-21,11,2,15,15,15.81,2.70,15.69
002999,1181,2020-09-03,2025-07-21,15,12,4,4,0.40,-9.76,-12.33
600000,2405,2015-07-21,2025-07-21,9,2,15,3,13.04,17.05,31.07
600004,2430,2015-07-21,2025-07-21,3,7,14,14,33.59,-23.98,12.34
600006,2381,2015-07-21,2025-07-21,12,14,9,12,132.85,-59.35,48.76
600007,2430,2015-07-21,2025-07-21,6,5,8,7,72.68,-18.07,55.02
600008,2414,2015-07-21,2025-07-21,7,5,6,14,41.20,-4.50,26.29
600009,2419,2015-07-21,2025-07-21,14,14,7,2,69.15,-12.83,55.44
600010,2421,2015-07-21,2025-07-21,13,10,10,14,46.20,30.01,88.78
600011,2430,2015-07-21,2025-07-21,3,6,6,15,-25.64,15.44,6.93
600012,2420,2015-07-21,2025-07-21,4,2,11,9,10.47,68.10,78.56
600015,2430,2015-07-21,2025-07-21,3,2,2,5,0.31,14.26,14.75
600016,2430,2015-07-21,2025-07-21,6,2,13,13,4.27,55.62,59.38
600017,2430,2015-07-21,2025-07-21,3,2,5,4,28.10,-26.98,2.66
600018,2427,2015-07-21,2025-07-21,3,2,14,15,33.43,-21.81,1.92
600019,2338,2015-07-21,2025-07-21,15,15,11,2,77.05,-25.56,13.87
600020,2430,2015-07-21,2025-07-21,15,10,8,11,24.76,24.65,49.41
600021,2353,2015-07-21,2025-07-21,3,8,4,7,-3.26,-28.11,-0.26
600022,2333,2015-07-21,2025-07-21,12,11,14,15,75.75,3.32,18.23
600023,2430,2015-07-21,2025-07-21,3,2,3,8,-38.62,31.56,-7.06
600025,1842,2017-12-15,2025-07-21,15,6,12,12,104.99,35.02,122.36
600026,2333,2015-07-21,2025-07-21,6,3,9,14,3.01,-48.05,-46.41
600027,2419,2015-07-21,2025-07-21,3,4,15,3,1.84,-16.37,-14.53
600028,2430,2015-07-21,2025-07-21,3,11,2,4,-2.59,10.23,7.88
600029,2427,2015-07-21,2025-07-21,13,9,14,15,-9.66,-19.96,-36.94
600030,2413,2015-07-21,2025-07-21,4,2,8,5,69.91,38.30,110.03
600031,2430,2015-07-21,2025-07-21,7,4,11,5,145.68,-3.31,124.87
600032,1009,2021-05-25,2025-07-21,12,8,10,14,30.41,0.59,31.67
